STATION,NAME,MONTH,DAY,YEAR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00023183,"PHOENIX AIRPORT, AZ US",4,18,1967,0,0,0,NaN,84,48
USW00023183,"PHOENIX AIRPORT, AZ US",4,19,1967,0,0,0,NaN,71,54
USW00023183,"PHOENIX AIRPORT, AZ US",4,20,1967,0,0,0,NaN,71,44
USW00023183,"PHOENIX AIRPORT, AZ US",4,21,1967,0,0,0,NaN,74,42
USW00023183,"PHOENIX AIRPORT, AZ US",4,22,1967,0,0,0,NaN,74,42
USW00023183,"PHOENIX AIRPORT, AZ US",4,23,1967,0,0,0,NaN,79,44
USW00023183,"PHOENIX AIRPORT, AZ US",4,24,1967,0,0,0,NaN,76,44
USW00023183,"PHOENIX AIRPORT, AZ US",4,25,1967,0,0,0,NaN,75,45
USW00023183,"PHOENIX AIRPORT, AZ US",4,26,1967,0,0,0,NaN,86,45
USW00023183,"PHOENIX AIRPORT, AZ US",4,27,1967,0,0,0,NaN,87,49
USW00023183,"PHOENIX AIRPORT, AZ US",4,28,1967,0,0,0,NaN,84,50
USW00023183,"PHOENIX AIRPORT, AZ US",4,29,1967,0,0,0,NaN,71,52
USW00023183,"PHOENIX AIRPORT, AZ US",4,30,1967,0,0,0,NaN,72,39
USW00023183,"PHOENIX AIRPORT, AZ US",5,1,1967,0,0,0,NaN,76,43
USW00023183,"PHOENIX AIRPORT, AZ US",5,2,1967,0,0,0,NaN,80,40
USW00023183,"PHOENIX AIRPORT, AZ US",5,3,1967,0,0,0,NaN,83,47
USW00023183,"PHOENIX AIRPORT, AZ US",5,4,1967,0,0,0,NaN,87,49
USW00023183,"PHOENIX AIRPORT, AZ US",5,5,1967,0,0,0,NaN,81,54
USW00023183,"PHOENIX AIRPORT, AZ US",5,6,1967,0,0,0,NaN,85,49
USW00023183,"PHOENIX AIRPORT, AZ US",5,7,1967,0,0,0,NaN,92,50
USW00023183,"PHOENIX AIRPORT, AZ US",5,8,1967,0,0,0,NaN,95,58
USW00023183,"PHOENIX AIRPORT, AZ US",5,9,1967,0,0,0,NaN,96,61
USW00023183,"PHOENIX AIRPORT, AZ US",5,10,1967,0,0,0,NaN,86,67
USW00023183,"PHOENIX AIRPORT, AZ US",5,11,1967,0,0,0,NaN,84,53
USW00023183,"PHOENIX AIRPORT, AZ US",5,12,1967,0,0,0,NaN,87,51
USW00023183,"PHOENIX AIRPORT, AZ US",5,13,1967,0,0,0,NaN,86,52
USW00023183,"PHOENIX AIRPORT, AZ US",5,14,1967,0,0,0,NaN,88,55
USW00023183,"PHOENIX AIRPORT, AZ US",5,15,1967,0,0,0,NaN,94,59
USW00023183,"PHOENIX AIRPORT, AZ US",5,16,1967,0,0,0,NaN,101,62
USW00023183,"PHOENIX AIRPORT, AZ US",5,17,1967,0,0,0,NaN,99,60
USW00023183,"PHOENIX AIRPORT, AZ US",5,18,1967,0,0,0,NaN,99,70
USW00023183,"PHOENIX AIRPORT, AZ US",5,19,1967,0,0,0,NaN,102,60
USW00023183,"PHOENIX AIRPORT, AZ US",5,20,1967,0,0,0,NaN,105,63
USW00023183,"PHOENIX AIRPORT, AZ US",5,21,1967,0,0,0,NaN,105,69
USW00023183,"PHOENIX AIRPORT, AZ US",5,22,1967,0,0,0,NaN,105,67
USW00023183,"PHOENIX AIRPORT, AZ US",5,23,1967,0,0,0,NaN,96,69
USW00023183,"PHOENIX AIRPORT, AZ US",5,24,1967,0.03,0,0,NaN,92,72
USW00023183,"PHOENIX AIRPORT, AZ US",5,25,1967,0,0,0,NaN,94,70
USW00023183,"PHOENIX AIRPORT, AZ US",5,26,1967,0,0,0,NaN,95,65
USW00023183,"PHOENIX AIRPORT, AZ US",5,27,1967,0,0,0,NaN,94,65
USW00023183,"PHOENIX AIRPORT, AZ US",5,28,1967,0,0,0,NaN,92,57
USW00023183,"PHOENIX AIRPORT, AZ US",5,29,1967,0.02,0,0,NaN,86,61
USW00023183,"PHOENIX AIRPORT, AZ US",5,30,1967,0,0,0,NaN,85,63
USW00023183,"PHOENIX AIRPORT, AZ US",5,31,1967,0,0,0,NaN,88,59
USW00023183,"PHOENIX AIRPORT, AZ US",6,1,1967,0,0,0,NaN,90,57
USW00023183,"PHOENIX AIRPORT, AZ US",6,2,1967,0,0,0,NaN,95,60
USW00023183,"PHOENIX AIRPORT, AZ US",6,3,1967,0.03,0,0,NaN,90,66
USW00023183,"PHOENIX AIRPORT, AZ US",6,4,1967,0,0,0,NaN,100,73
USW00023183,"PHOENIX AIRPORT, AZ US",6,5,1967,0,0,0,NaN,94,69
USW00023183,"PHOENIX AIRPORT, AZ US",6,6,1967,0,0,0,NaN,90,58
USW00023183,"PHOENIX AIRPORT, AZ US",6,7,1967,0,0,0,NaN,93,58
USW00023183,"PHOENIX AIRPORT, AZ US",6,8,1967,0,0,0,NaN,95,58
USW00023183,"PHOENIX AIRPORT, AZ US",6,9,1967,0,0,0,NaN,93,60
USW00023183,"PHOENIX AIRPORT, AZ US",6,10,1967,0,0,0,NaN,87,60
USW00023183,"PHOENIX AIRPORT, AZ US",6,11,1967,0,0,0,NaN,90,58
USW00023183,"PHOENIX AIRPORT, AZ US",6,12,1967,0,0,0,NaN,91,60
USW00023183,"PHOENIX AIRPORT, AZ US",6,13,1967,0,0,0,NaN,87,62
USW00023183,"PHOENIX AIRPORT, AZ US",6,14,1967,0,0,0,NaN,88,62
USW00023183,"PHOENIX AIRPORT, AZ US",6,15,1967,0,0,0,NaN,94,61
USW00023183,"PHOENIX AIRPORT, AZ US",6,16,1967,0,0,0,NaN,99,65
USW00023183,"PHOENIX AIRPORT, AZ US",6,17,1967,0,0,0,NaN,102,65
USW00023183,"PHOENIX AIRPORT, AZ US",6,18,1967,0.25,0,0,NaN,81,67
USW00023183,"PHOENIX AIRPORT, AZ US",6,19,1967,0.19,0,0,NaN,93,68
USW00023183,"PHOENIX AIRPORT, AZ US",6,20,1967,0,0,0,NaN,97,70
USW00023183,"PHOENIX AIRPORT, AZ US",6,21,1967,0,0,0,NaN,102,69
USW00023183,"PHOENIX AIRPORT, AZ US",6,22,1967,0,0,0,NaN,105,71
USW00023183,"PHOENIX AIRPORT, AZ US",6,23,1967,0,0,0,NaN,103,73
USW00023183,"PHOENIX AIRPORT, AZ US",6,24,1967,0,0,0,NaN,102,69
USW00023183,"PHOENIX AIRPORT, AZ US",6,25,1967,0,0,0,NaN,101,78
USW00023183,"PHOENIX AIRPORT, AZ US",6,26,1967,0,0,0,NaN,99,74
USW00023183,"PHOENIX AIRPORT, AZ US",6,27,1967,0,0,0,NaN,103,75
USW00023183,"PHOENIX AIRPORT, AZ US",6,28,1967,0,0,0,NaN,104,75
USW00023183,"PHOENIX AIRPORT, AZ US",6,29,1967,0,0,0,NaN,106,72
USW00023183,"PHOENIX AIRPORT, AZ US",6,30,1967,0,0,0,NaN,106,73
USW00023183,"PHOENIX AIRPORT, AZ US",7,1,1967,0,0,0,NaN,110,74
USW00023183,"PHOENIX AIRPORT, AZ US",7,2,1967,0,0,0,NaN,110,76
USW00023183,"PHOENIX AIRPORT, AZ US",7,3,1967,0,0,0,NaN,105,79
USW00023183,"PHOENIX AIRPORT, AZ US",7,4,1967,0,0,0,NaN,107,82
USW00023183,"PHOENIX AIRPORT, AZ US",7,5,1967,0,0,0,NaN,103,86
USW00023183,"PHOENIX AIRPORT, AZ US",7,6,1967,0,0,0,NaN,98,81
USW00023183,"PHOENIX AIRPORT, AZ US",7,7,1967,0,0,0,NaN,97,77
USW00023183,"PHOENIX AIRPORT, AZ US",7,8,1967,0,0,0,NaN,106,79
USW00023183,"PHOENIX AIRPORT, AZ US",7,9,1967,0,0,0,NaN,100,82
USW00023183,"PHOENIX AIRPORT, AZ US",7,10,1967,0,0,0,NaN,105,79
USW00023183,"PHOENIX AIRPORT, AZ US",7,11,1967,0.14,0,0,NaN,103,72
USW00023183,"PHOENIX AIRPORT, AZ US",7,12,1967,0,0,0,NaN,104,81
USW00023183,"PHOENIX AIRPORT, AZ US",7,13,1967,0,0,0,NaN,105,81
USW00023183,"PHOENIX AIRPORT, AZ US",7,14,1967,0,0,0,NaN,105,82
USW00023183,"PHOENIX AIRPORT, AZ US",7,15,1967,0,0,0,NaN,103,82
USW00023183,"PHOENIX AIRPORT, AZ US",7,16,1967,0.53,0,0,NaN,104,75
USW00023183,"PHOENIX AIRPORT, AZ US",7,17,1967,0,0,0,NaN,97,74
USW00023183,"PHOENIX AIRPORT, AZ US",7,18,1967,0,0,0,NaN,105,78
USW00023183,"PHOENIX AIRPORT, AZ US",7,19,1967,0,0,0,NaN,109,79
USW00023183,"PHOENIX AIRPORT, AZ US",7,20,1967,0,0,0,NaN,109,78
USW00023183,"PHOENIX AIRPORT, AZ US",7,21,1967,0,0,0,NaN,107,81
USW00023183,"PHOENIX AIRPORT, AZ US",7,22,1967,0.24,0,0,NaN,95,75
USW00023183,"PHOENIX AIRPORT, AZ US",7,23,1967,0,0,0,NaN,102,79
USW00023183,"PHOENIX AIRPORT, AZ US",7,24,1967,0,0,0,NaN,107,82
USW00023183,"PHOENIX AIRPORT, AZ US",7,25,1967,0,0,0,NaN,106,85
USW00023183,"PHOENIX AIRPORT, AZ US",7,26,1967,0,0,0,NaN,96,80
USW00023183,"PHOENIX AIRPORT, AZ US",7,27,1967,0,0,0,NaN,100,82
USW00023183,"PHOENIX AIRPORT, AZ US",7,28,1967,0,0,0,NaN,102,81
USW00023183,"PHOENIX AIRPORT, AZ US",7,29,1967,0,0,0,NaN,106,83
USW00023183,"PHOENIX AIRPORT, AZ US",7,30,1967,0.04,0,0,NaN,101,78
USW00023183,"PHOENIX AIRPORT, AZ US",7,31,1967,0.04,0,0,NaN,105,82
USW00023183,"PHOENIX AIRPORT, AZ US",8,1,1967,0,0,0,NaN,103,80
USW00023183,"PHOENIX AIRPORT, AZ US",8,2,1967,0,0,0,NaN,108,80
USW00023183,"PHOENIX AIRPORT, AZ US",8,3,1967,0.01,0,0,NaN,94,81
USW00023183,"PHOENIX AIRPORT, AZ US",8,4,1967,0,0,0,NaN,102,78
USW00023183,"PHOENIX AIRPORT, AZ US",8,5,1967,0,0,0,NaN,97,79
USW00023183,"PHOENIX AIRPORT, AZ US",8,6,1967,0,0,0,NaN,100,79
USW00023183,"PHOENIX AIRPORT, AZ US",8,7,1967,0,0,0,NaN,102,77
USW00023183,"PHOENIX AIRPORT, AZ US",8,8,1967,0,0,0,NaN,102,83
USW00023183,"PHOENIX AIRPORT, AZ US",8,9,1967,0,0,0,NaN,102,79
USW00023183,"PHOENIX AIRPORT, AZ US",8,10,1967,0,0,0,NaN,102,84
USW00023183,"PHOENIX AIRPORT, AZ US",8,11,1967,0,0,0,NaN,100,76
USW00023183,"PHOENIX AIRPORT, AZ US",8,12,1967,0,0,0,NaN,103,82
USW00023183,"PHOENIX AIRPORT, AZ US",8,13,1967,0,0,0,NaN,106,82
USW00023183,"PHOENIX AIRPORT, AZ US",8,14,1967,0,0,0,NaN,106,81
USW00023183,"PHOENIX AIRPORT, AZ US",8,15,1967,0,0,0,NaN,102,75
USW00023183,"PHOENIX AIRPORT, AZ US",8,16,1967,0,0,0,NaN,101,77
USW00023183,"PHOENIX AIRPORT, AZ US",8,17,1967,0,0,0,NaN,98,74
USW00023183,"PHOENIX AIRPORT, AZ US",8,18,1967,0,0,0,NaN,104,76
USW00023183,"PHOENIX AIRPORT, AZ US",8,19,1967,0,0,0,NaN,103,75
USW00023183,"PHOENIX AIRPORT, AZ US",8,20,1967,0,0,0,NaN,104,79
USW00023183,"PHOENIX AIRPORT, AZ US",8,21,1967,0,0,0,NaN,106,76
USW00023183,"PHOENIX AIRPORT, AZ US",8,22,1967,0,0,0,NaN,104,76
USW00023183,"PHOENIX AIRPORT, AZ US",8,23,1967,0,0,0,NaN,104,80
USW00023183,"PHOENIX AIRPORT, AZ US",8,24,1967,0,0,0,NaN,104,76
USW00023183,"PHOENIX AIRPORT, AZ US",8,25,1967,0,0,0,NaN,107,76
USW00023183,"PHOENIX AIRPORT, AZ US",8,26,1967,0,0,0,NaN,110,77
USW00023183,"PHOENIX AIRPORT, AZ US",8,27,1967,0,0,0,NaN,106,80
USW00023183,"PHOENIX AIRPORT, AZ US",8,28,1967,0,0,0,NaN,107,82
USW00023183,"PHOENIX AIRPORT, AZ US",8,29,1967,0,0,0,NaN,108,84
USW00023183,"PHOENIX AIRPORT, AZ US",8,30,1967,0.01,0,0,NaN,103,79
USW00023183,"PHOENIX AIRPORT, AZ US",8,31,1967,0,0,0,NaN,101,81
USW00023183,"PHOENIX AIRPORT, AZ US",9,1,1967,0,0,0,NaN,91,79
USW00023183,"PHOENIX AIRPORT, AZ US",9,2,1967,0.08,0,0,NaN,88,72
USW00023183,"PHOENIX AIRPORT, AZ US",9,3,1967,0.02,0,0,NaN,89,71
USW00023183,"PHOENIX AIRPORT, AZ US",9,4,1967,0,0,0,NaN,95,73
USW00023183,"PHOENIX AIRPORT, AZ US",9,5,1967,0.01,0,0,NaN,96,73
USW00023183,"PHOENIX AIRPORT, AZ US",9,6,1967,0,0,0,NaN,97,75
USW00023183,"PHOENIX AIRPORT, AZ US",9,7,1967,0,0,0,NaN,98,72
USW00023183,"PHOENIX AIRPORT, AZ US",9,8,1967,0,0,0,NaN,100,76
USW00023183,"PHOENIX AIRPORT, AZ US",9,9,1967,0,0,0,NaN,102,74
USW00023183,"PHOENIX AIRPORT, AZ US",9,10,1967,0,0,0,NaN,102,78
USW00023183,"PHOENIX AIRPORT, AZ US",9,11,1967,0,0,0,NaN,102,76
USW00023183,"PHOENIX AIRPORT, AZ US",9,12,1967,0,0,0,NaN,102,74
USW00023183,"PHOENIX AIRPORT, AZ US",9,13,1967,0,0,0,NaN,102,73
USW00023183,"PHOENIX AIRPORT, AZ US",9,14,1967,0,0,0,NaN,98,70
USW00023183,"PHOENIX AIRPORT, AZ US",9,15,1967,0,0,0,NaN,98,63
USW00023183,"PHOENIX AIRPORT, AZ US",9,16,1967,0,0,0,NaN,99,65
USW00023183,"PHOENIX AIRPORT, AZ US",9,17,1967,0,0,0,NaN,98,68
USW00023183,"PHOENIX AIRPORT, AZ US",9,18,1967,0,0,0,NaN,97,68
USW00023183,"PHOENIX AIRPORT, AZ US",9,19,1967,0,0,0,NaN,94,68
USW00023183,"PHOENIX AIRPORT, AZ US",9,20,1967,0,0,0,NaN,98,66
USW00023183,"PHOENIX AIRPORT, AZ US",9,21,1967,0,0,0,NaN,103,73
USW00023183,"PHOENIX AIRPORT, AZ US",9,22,1967,0.02,0,0,NaN,104,77
USW00023183,"PHOENIX AIRPORT, AZ US",9,23,1967,0,0,0,NaN,105,72
USW00023183,"PHOENIX AIRPORT, AZ US",9,24,1967,0,0,0,NaN,103,73
USW00023183,"PHOENIX AIRPORT, AZ US",9,25,1967,0,0,0,NaN,96,70
USW00023183,"PHOENIX AIRPORT, AZ US",9,26,1967,0,0,0,NaN,95,69
USW00023183,"PHOENIX AIRPORT, AZ US",9,27,1967,0,0,0,NaN,96,70
USW00023183,"PHOENIX AIRPORT, AZ US",9,28,1967,0,0,0,NaN,95,72
USW00023183,"PHOENIX AIRPORT, AZ US",9,29,1967,0,0,0,NaN,97,68
USW00023183,"PHOENIX AIRPORT, AZ US",9,30,1967,0,0,0,NaN,99,70
USW00023183,"PHOENIX AIRPORT, AZ US",10,1,1967,0,0,0,NaN,98,70
USW00023183,"PHOENIX AIRPORT, AZ US",10,2,1967,0.01,0,0,NaN,94,73
USW00023183,"PHOENIX AIRPORT, AZ US",10,3,1967,0.66,0,0,NaN,80,70
USW00023183,"PHOENIX AIRPORT, AZ US",10,4,1967,0,0,0,NaN,90,66
USW00023183,"PHOENIX AIRPORT, AZ US",10,5,1967,0,0,0,NaN,92,68
USW00023183,"PHOENIX AIRPORT, AZ US",10,6,1967,0,0,0,NaN,89,64
USW00023183,"PHOENIX AIRPORT, AZ US",10,7,1967,0,0,0,NaN,90,55
USW00023183,"PHOENIX AIRPORT, AZ US",10,8,1967,0,0,0,NaN,91,55
USW00023183,"PHOENIX AIRPORT, AZ US",10,9,1967,0,0,0,NaN,90,56
USW00023183,"PHOENIX AIRPORT, AZ US",10,10,1967,0,0,0,NaN,91,56
USW00023183,"PHOENIX AIRPORT, AZ US",10,11,1967,0,0,0,NaN,92,60
USW00023183,"PHOENIX AIRPORT, AZ US",10,12,1967,0,0,0,NaN,93,61
USW00023183,"PHOENIX AIRPORT, AZ US",10,13,1967,0,0,0,NaN,94,59
USW00023183,"PHOENIX AIRPORT, AZ US",10,14,1967,0,0,0,NaN,94,60
USW00023183,"PHOENIX AIRPORT, AZ US",10,15,1967,0,0,0,NaN,91,60
USW00023183,"PHOENIX AIRPORT, AZ US",10,16,1967,0,0,0,NaN,87,56
USW00023183,"PHOENIX AIRPORT, AZ US",10,17,1967,0,0,0,NaN,92,53
USW00023183,"PHOENIX AIRPORT, AZ US",10,18,1967,0,0,0,NaN,94,58
USW00023183,"PHOENIX AIRPORT, AZ US",10,19,1967,0,0,0,NaN,92,52
USW00023183,"PHOENIX AIRPORT, AZ US",10,20,1967,0,0,0,NaN,92,54
USW00023183,"PHOENIX AIRPORT, AZ US",10,21,1967,0,0,0,NaN,91,54
USW00023183,"PHOENIX AIRPORT, AZ US",10,22,1967,0,0,0,NaN,88,61
USW00023183,"PHOENIX AIRPORT, AZ US",10,23,1967,0,0,0,NaN,88,53
USW00023183,"PHOENIX AIRPORT, AZ US",10,24,1967,0,0,0,NaN,88,53
USW00023183,"PHOENIX AIRPORT, AZ US",10,25,1967,0,0,0,NaN,89,53
USW00023183,"PHOENIX AIRPORT, AZ US",10,26,1967,0,0,0,NaN,87,54
USW00023183,"PHOENIX AIRPORT, AZ US",10,27,1967,0,0,0,NaN,88,53
USW00023183,"PHOENIX AIRPORT, AZ US",10,28,1967,0,0,0,NaN,88,52
USW00023183,"PHOENIX AIRPORT, AZ US",10,29,1967,0,0,0,NaN,78,55
USW00023183,"PHOENIX AIRPORT, AZ US",10,30,1967,0,0,0,NaN,75,46
USW00023183,"PHOENIX AIRPORT, AZ US",10,31,1967,0,0,0,NaN,81,45
USW00023183,"PHOENIX AIRPORT, AZ US",11,1,1967,0,0,0,NaN,83,45
USW00023183,"PHOENIX AIRPORT, AZ US",11,2,1967,0,0,0,NaN,82,47
USW00023183,"PHOENIX AIRPORT, AZ US",11,3,1967,0,0,0,NaN,82,50
USW00023183,"PHOENIX AIRPORT, AZ US",11,4,1967,0,0,0,NaN,82,48
USW00023183,"PHOENIX AIRPORT, AZ US",11,5,1967,0,0,0,NaN,82,53
USW00023183,"PHOENIX AIRPORT, AZ US",11,6,1967,0,0,0,NaN,84,60
USW00023183,"PHOENIX AIRPORT, AZ US",11,7,1967,0,0,0,NaN,81,55
USW00023183,"PHOENIX AIRPORT, AZ US",11,8,1967,0,0,0,NaN,82,53
USW00023183,"PHOENIX AIRPORT, AZ US",11,9,1967,0,0,0,NaN,83,50
USW00023183,"PHOENIX AIRPORT, AZ US",11,10,1967,0,0,0,NaN,82,44
USW00023183,"PHOENIX AIRPORT, AZ US",11,11,1967,0,0,0,NaN,87,48
USW00023183,"PHOENIX AIRPORT, AZ US",11,12,1967,0,0,0,NaN,92,51
USW00023183,"PHOENIX AIRPORT, AZ US",11,13,1967,0,0,0,NaN,90,53
USW00023183,"PHOENIX AIRPORT, AZ US",11,14,1967,0,0,0,NaN,88,48
USW00023183,"PHOENIX AIRPORT, AZ US",11,15,1967,0,0,0,NaN,86,47
USW00023183,"PHOENIX AIRPORT, AZ US",11,16,1967,0,0,0,NaN,79,49
USW00023183,"PHOENIX AIRPORT, AZ US",11,17,1967,0,0,0,NaN,83,48
USW00023183,"PHOENIX AIRPORT, AZ US",11,18,1967,0,0,0,NaN,84,49
USW00023183,"PHOENIX AIRPORT, AZ US",11,19,1967,0,0,0,NaN,81,50
USW00023183,"PHOENIX AIRPORT, AZ US",11,20,1967,0,0,0,NaN,76,49
USW00023183,"PHOENIX AIRPORT, AZ US",11,21,1967,0.11,0,0,NaN,73,51
USW00023183,"PHOENIX AIRPORT, AZ US",11,22,1967,0.12,0,0,NaN,70,54
USW00023183,"PHOENIX AIRPORT, AZ US",11,23,1967,0,0,0,NaN,67,52
USW00023183,"PHOENIX AIRPORT, AZ US",11,24,1967,0,0,0,NaN,70,46
USW00023183,"PHOENIX AIRPORT, AZ US",11,25,1967,0,0,0,NaN,72,45
USW00023183,"PHOENIX AIRPORT, AZ US",11,26,1967,0.32,0,0,NaN,75,49
USW00023183,"PHOENIX AIRPORT, AZ US",11,27,1967,0.2,0,0,NaN,69,55
USW00023183,"PHOENIX AIRPORT, AZ US",11,28,1967,0.51,0,0,NaN,67,48
USW00023183,"PHOENIX AIRPORT, AZ US",11,29,1967,0.01,0,0,NaN,58,44
USW00023183,"PHOENIX AIRPORT, AZ US",11,30,1967,0,0,0,NaN,62,37
USW00023183,"PHOENIX AIRPORT, AZ US",12,1,1967,0,0,0,NaN,60,40
USW00023183,"PHOENIX AIRPORT, AZ US",12,2,1967,0,0,0,NaN,67,33
USW00023183,"PHOENIX AIRPORT, AZ US",12,3,1967,0,0,0,NaN,67,38
USW00023183,"PHOENIX AIRPORT, AZ US",12,4,1967,0,0,0,NaN,68,44
USW00023183,"PHOENIX AIRPORT, AZ US",12,5,1967,0,0,0,NaN,68,41
USW00023183,"PHOENIX AIRPORT, AZ US",12,6,1967,0,0,0,NaN,67,38
USW00023183,"PHOENIX AIRPORT, AZ US",12,7,1967,0,0,0,NaN,64,39
USW00023183,"PHOENIX AIRPORT, AZ US",12,8,1967,0,0,0,NaN,62,39
USW00023183,"PHOENIX AIRPORT, AZ US",12,9,1967,0,0,0,NaN,60,40
USW00023183,"PHOENIX AIRPORT, AZ US",12,10,1967,0,0,0,NaN,57,29
USW00023183,"PHOENIX AIRPORT, AZ US",12,11,1967,0,0,0,NaN,61,30
USW00023183,"PHOENIX AIRPORT, AZ US",12,12,1967,0,0,0,NaN,61,32
USW00023183,"PHOENIX AIRPORT, AZ US",12,13,1967,0.38,0,0,NaN,48,36
USW00023183,"PHOENIX AIRPORT, AZ US",12,14,1967,1.43,0,0,NaN,44,35
USW00023183,"PHOENIX AIRPORT, AZ US",12,15,1967,0.86,0,0,NaN,49,40
USW00023183,"PHOENIX AIRPORT, AZ US",12,16,1967,0.03,0,0,NaN,47,33
USW00023183,"PHOENIX AIRPORT, AZ US",12,17,1967,0.05,0,0,NaN,49,36
USW00023183,"PHOENIX AIRPORT, AZ US",12,18,1967,0.25,0,0,NaN,53,36
USW00023183,"PHOENIX AIRPORT, AZ US",12,19,1967,0.98,0,0,NaN,61,46
USW00023183,"PHOENIX AIRPORT, AZ US",12,20,1967,0,0,0,NaN,50,36
USW00023183,"PHOENIX AIRPORT, AZ US",12,21,1967,0,0,0,NaN,50,32
USW00023183,"PHOENIX AIRPORT, AZ US",12,22,1967,0,0,0,NaN,60,31
USW00023183,"PHOENIX AIRPORT, AZ US",12,23,1967,0,0,0,NaN,66,43
USW00023183,"PHOENIX AIRPORT, AZ US",12,24,1967,0,0,0,NaN,65,36
USW00023183,"PHOENIX AIRPORT, AZ US",12,25,1967,0,0,0,NaN,66,35
USW00023183,"PHOENIX AIRPORT, AZ US",12,26,1967,0,0,0,NaN,65,37
USW00023183,"PHOENIX AIRPORT, AZ US",12,27,1967,0,0,0,NaN,66,37
USW00023183,"PHOENIX AIRPORT, AZ US",12,28,1967,0,0,0,NaN,63,39
USW00023183,"PHOENIX AIRPORT, AZ US",12,29,1967,0,0,0,NaN,62,40
USW00023183,"PHOENIX AIRPORT, AZ US",12,30,1967,0,0,0,NaN,61,37
USW00023183,"PHOENIX AIRPORT, AZ US",12,31,1967,0,0,0,NaN,59,35
USW00023183,"PHOENIX AIRPORT, AZ US",1,1,1968,0,0,0,NaN,57,31
USW00023183,"PHOENIX AIRPORT, AZ US",1,2,1968,0,0,0,NaN,61,32
USW00023183,"PHOENIX AIRPORT, AZ US",1,3,1968,0.03,0,0,NaN,55,33
USW00023183,"PHOENIX AIRPORT, AZ US",1,4,1968,0,0,0,NaN,62,32
USW00023183,"PHOENIX AIRPORT, AZ US",1,5,1968,0,0,0,NaN,58,33
USW00023183,"PHOENIX AIRPORT, AZ US",1,6,1968,0,0,0,NaN,63,31
USW00023183,"PHOENIX AIRPORT, AZ US",1,7,1968,0,0,0,NaN,67,32
USW00023183,"PHOENIX AIRPORT, AZ US",1,8,1968,0,0,0,NaN,63,40
USW00023183,"PHOENIX AIRPORT, AZ US",1,9,1968,0,0,0,NaN,62,42
USW00023183,"PHOENIX AIRPORT, AZ US",1,10,1968,0,0,0,NaN,59,44
USW00023183,"PHOENIX AIRPORT, AZ US",1,11,1968,0,0,0,NaN,65,37
USW00023183,"PHOENIX AIRPORT, AZ US",1,12,1968,0,0,0,NaN,67,39
USW00023183,"PHOENIX AIRPORT, AZ US",1,13,1968,0,0,0,NaN,72,51
USW00023183,"PHOENIX AIRPORT, AZ US",1,14,1968,0,0,0,NaN,74,41
USW00023183,"PHOENIX AIRPORT, AZ US",1,15,1968,0,0,0,NaN,68,39
USW00023183,"PHOENIX AIRPORT, AZ US",1,16,1968,0,0,0,NaN,65,36
USW00023183,"PHOENIX AIRPORT, AZ US",1,17,1968,0,0,0,NaN,67,35
USW00023183,"PHOENIX AIRPORT, AZ US",1,18,1968,0,0,0,NaN,67,35
USW00023183,"PHOENIX AIRPORT, AZ US",1,19,1968,0,0,0,NaN,67,36
USW00023183,"PHOENIX AIRPORT, AZ US",1,20,1968,0,0,0,NaN,66,36
USW00023183,"PHOENIX AIRPORT, AZ US",1,21,1968,0,0,0,NaN,70,36
USW00023183,"PHOENIX AIRPORT, AZ US",1,22,1968,0,0,0,NaN,73,37
USW00023183,"PHOENIX AIRPORT, AZ US",1,23,1968,0,0,0,NaN,73,48
USW00023183,"PHOENIX AIRPORT, AZ US",1,24,1968,0,0,0,NaN,73,41
USW00023183,"PHOENIX AIRPORT, AZ US",1,25,1968,0,0,0,NaN,69,38
USW00023183,"PHOENIX AIRPORT, AZ US",1,26,1968,0.12,0,0,NaN,58,45
USW00023183,"PHOENIX AIRPORT, AZ US",1,27,1968,0,0,0,NaN,66,49
USW00023183,"PHOENIX AIRPORT, AZ US",1,28,1968,0.04,0,0,NaN,66,52
USW00023183,"PHOENIX AIRPORT, AZ US",1,29,1968,0,0,0,NaN,66,45
USW00023183,"PHOENIX AIRPORT, AZ US",1,30,1968,0,0,0,NaN,70,42
USW00023183,"PHOENIX AIRPORT, AZ US",1,31,1968,0,0,0,NaN,66,44
USW00023183,"PHOENIX AIRPORT, AZ US",2,1,1968,0,0,0,NaN,66,35
USW00023183,"PHOENIX AIRPORT, AZ US",2,2,1968,0,0,0,NaN,73,42
USW00023183,"PHOENIX AIRPORT, AZ US",2,3,1968,0,0,0,NaN,72,39
USW00023183,"PHOENIX AIRPORT, AZ US",2,4,1968,0,0,0,NaN,74,40
USW00023183,"PHOENIX AIRPORT, AZ US",2,5,1968,0,0,0,NaN,76,43
USW00023183,"PHOENIX AIRPORT, AZ US",2,6,1968,0,0,0,NaN,76,48
USW00023183,"PHOENIX AIRPORT, AZ US",2,7,1968,0,0,0,NaN,77,49
USW00023183,"PHOENIX AIRPORT, AZ US",2,8,1968,0,0,0,NaN,74,44
USW00023183,"PHOENIX AIRPORT, AZ US",2,9,1968,0.16,0,0,NaN,64,54
USW00023183,"PHOENIX AIRPORT, AZ US",2,10,1968,0.17,0,0,NaN,65,54
USW00023183,"PHOENIX AIRPORT, AZ US",2,11,1968,0.02,0,0,NaN,66,53
USW00023183,"PHOENIX AIRPORT, AZ US",2,12,1968,0.59,0,0,NaN,61,52
