STATION,NAME,DATE,PRCP,SNOW,TMAX,TMIN,,
USC00142835,"FORT SCOTT, KS US",1/4/2008,0,0,39,15,,
USC00142835,"FORT SCOTT, KS US",1/5/2008,0,0,51,30,,
USC00142835,"FORT SCOTT, KS US",1/6/2008,0,0,65,50,,
USC00142835,"FORT SCOTT, KS US",1/7/2008,0,0,70,60,,
USC00142835,"FORT SCOTT, KS US",1/8/2008,0.92,0,69,43,,
USC00142835,"FORT SCOTT, KS US",1/9/2008,0,0,44,27,,
USC00142835,"FORT SCOTT, KS US",1/10/2008,0,0,49,27,,
USC00142835,"FORT SCOTT, KS US",1/11/2008,0,0,44,25,,
USC00142835,"FORT SCOTT, KS US",1/12/2008,0,0,49,25,,
USC00142835,"FORT SCOTT, KS US",1/13/2008,0,0,49,26,,
USC00142835,"FORT SCOTT, KS US",1/14/2008,0,0,39,26,,
USC00142835,"FORT SCOTT, KS US",1/15/2008,0,0,39,19,,
USC00142835,"FORT SCOTT, KS US",1/16/2008,0,0,52,19,,
USC00142835,"FORT SCOTT, KS US",1/17/2008,0.23,0,46,17,,
USC00142835,"FORT SCOTT, KS US",1/18/2008,0,0,26,15,,
USC00142835,"FORT SCOTT, KS US",1/19/2008,0,0,37,7,,
USC00142835,"FORT SCOTT, KS US",1/20/2008,0,0,20,6,,
USC00142835,"FORT SCOTT, KS US",1/21/2008,0,0,37,12,,
USC00142835,"FORT SCOTT, KS US",1/22/2008,0,0,39,11,,
USC00142835,"FORT SCOTT, KS US",1/23/2008,0,0,26,10,,
USC00142835,"FORT SCOTT, KS US",1/24/2008,0,0,42,3,,
USC00142835,"FORT SCOTT, KS US",1/25/2008,0,0,24,3,,
USC00142835,"FORT SCOTT, KS US",1/26/2008,0,0,34,21,,
USC00142835,"FORT SCOTT, KS US",1/27/2008,0,0,50,29,,
USC00142835,"FORT SCOTT, KS US",1/28/2008,0,0,58,29,,
USC00142835,"FORT SCOTT, KS US",1/29/2008,0,0,60,51,,
USC00142835,"FORT SCOTT, KS US",1/30/2008,0,0,60,13,,
USC00142835,"FORT SCOTT, KS US",1/31/2008,0,0,48,14,,
USC00142835,"FORT SCOTT, KS US",2/1/2008,0.12,0,39,23,,
USC00142835,"FORT SCOTT, KS US",2/2/2008,0,0,39,23,,
USC00142835,"FORT SCOTT, KS US",2/3/2008,0,0,51,25,,
USC00142835,"FORT SCOTT, KS US",2/4/2008,0,0,62,29,,
USC00142835,"FORT SCOTT, KS US",2/5/2008,0.4,0,75,36,,
USC00142835,"FORT SCOTT, KS US",2/6/2008,1,0,37,23,,
USC00142835,"FORT SCOTT, KS US",2/7/2008,0.08,0,34,21,,
USC00142835,"FORT SCOTT, KS US",2/8/2008,0,0,41,24,,
USC00142835,"FORT SCOTT, KS US",2/9/2008,0,0,48,32,,
USC00142835,"FORT SCOTT, KS US",2/10/2008,0,0,53,18,,
USC00142835,"FORT SCOTT, KS US",2/11/2008,0,0,27,13,,
USC00142835,"FORT SCOTT, KS US",2/12/2008,0.38,,24,18,,
USC00142835,"FORT SCOTT, KS US",2/13/2008,0,0,27,14,,
USC00142835,"FORT SCOTT, KS US",2/14/2008,0,0,41,15,,
USC00142835,"FORT SCOTT, KS US",2/15/2008,0,0,61,18,,
USC00142835,"FORT SCOTT, KS US",2/16/2008,0,0,,,,
USC00142835,"FORT SCOTT, KS US",2/17/2008,0.69,0,40,32,,
USC00142835,"FORT SCOTT, KS US",2/18/2008,0,0,44,27,,
USC00142835,"FORT SCOTT, KS US",2/19/2008,0,0,44,16,,
USC00142835,"FORT SCOTT, KS US",2/20/2008,0,0,49,16,,
USC00142835,"FORT SCOTT, KS US",2/21/2008,0.35,,49,16,,
USC00142835,"FORT SCOTT, KS US",2/22/2008,0,0,27,19,,
USC00142835,"FORT SCOTT, KS US",2/23/2008,0,0,28,21,,
USC00142835,"FORT SCOTT, KS US",2/24/2008,0.37,0,33,23,,
USC00142835,"FORT SCOTT, KS US",2/25/2008,0,0,36,31,,
USC00142835,"FORT SCOTT, KS US",2/26/2008,0,0,58,24,,
USC00142835,"FORT SCOTT, KS US",2/27/2008,0,0,35,21,,
USC00142835,"FORT SCOTT, KS US",2/28/2008,0,0,47,22,,
USC00142835,"FORT SCOTT, KS US",2/29/2008,0,0,51,29,,
USC00142835,"FORT SCOTT, KS US",3/1/2008,0,0,57,30,,
USC00142835,"FORT SCOTT, KS US",3/2/2008,0,0,71,41,,
USC00142835,"FORT SCOTT, KS US",3/3/2008,1.6,0,74,33,,
USC00142835,"FORT SCOTT, KS US",3/4/2008,0,0,34,19,,
USC00142835,"FORT SCOTT, KS US",3/5/2008,0,0,46,17,,
USC00142835,"FORT SCOTT, KS US",3/6/2008,0,0,45,15,,
USC00142835,"FORT SCOTT, KS US",3/7/2008,0,0,45,24,,
USC00142835,"FORT SCOTT, KS US",3/8/2008,0,0,40,17,,
USC00142835,"FORT SCOTT, KS US",3/9/2008,0,0,39,16,,
USC00142835,"FORT SCOTT, KS US",3/10/2008,0,0,57,27,,
USC00142835,"FORT SCOTT, KS US",3/11/2008,0,0,50,23,,
USC00142835,"FORT SCOTT, KS US",3/12/2008,0,0,65,22,,
USC00142835,"FORT SCOTT, KS US",3/13/2008,0,0,78,46,,
USC00142835,"FORT SCOTT, KS US",3/14/2008,0.08,0,49,32,,
USC00142835,"FORT SCOTT, KS US",3/15/2008,0.28,0,66,33,,
USC00142835,"FORT SCOTT, KS US",3/16/2008,0,0,43,29,,
USC00142835,"FORT SCOTT, KS US",3/17/2008,0.17,0,48,30,,
USC00142835,"FORT SCOTT, KS US",3/18/2008,0.65,0,49,41,,
USC00142835,"FORT SCOTT, KS US",3/19/2008,0.25,0,45,38,,
USC00142835,"FORT SCOTT, KS US",3/20/2008,0,0,57,38,,
USC00142835,"FORT SCOTT, KS US",3/21/2008,0,0,68,40,,
USC00142835,"FORT SCOTT, KS US",3/22/2008,0,0,64,34,,
USC00142835,"FORT SCOTT, KS US",3/23/2008,0,0,53,29,,
USC00142835,"FORT SCOTT, KS US",3/24/2008,0,0,47,28,,
USC00142835,"FORT SCOTT, KS US",3/25/2008,0,0,60,28,,
USC00142835,"FORT SCOTT, KS US",3/26/2008,0,0,69,47,,
USC00142835,"FORT SCOTT, KS US",3/27/2008,0,0,54,47,,
USC00142835,"FORT SCOTT, KS US",3/28/2008,0,0,77,38,,
USC00142835,"FORT SCOTT, KS US",3/29/2008,0,0,55,37,,
USC00142835,"FORT SCOTT, KS US",3/30/2008,0.19,0,48,40,,
USC00142835,"FORT SCOTT, KS US",3/31/2008,0.05,0,64,45,,
USC00142835,"FORT SCOTT, KS US",4/1/2008,1.92,0,66,39,,
USC00142835,"FORT SCOTT, KS US",4/2/2008,0,0,51,34,,
USC00142835,"FORT SCOTT, KS US",4/3/2008,0.39,0,62,34,,
USC00142835,"FORT SCOTT, KS US",4/4/2008,0.02,0,65,40,,
USC00142835,"FORT SCOTT, KS US",4/5/2008,0,0,57,35,,
USC00142835,"FORT SCOTT, KS US",4/6/2008,0,0,64,35,,
USC00142835,"FORT SCOTT, KS US",4/7/2008,0,0,72,40,,
USC00142835,"FORT SCOTT, KS US",4/8/2008,0.57,0,61,43,,
USC00142835,"FORT SCOTT, KS US",4/9/2008,0.03,0,49,40,,
USC00142835,"FORT SCOTT, KS US",4/10/2008,1.95,0,53,40,,
USC00142835,"FORT SCOTT, KS US",4/11/2008,0,0,71,40,,
USC00142835,"FORT SCOTT, KS US",4/12/2008,0.01,0,46,33,,
USC00142835,"FORT SCOTT, KS US",4/13/2008,0,0,51,35,,
USC00142835,"FORT SCOTT, KS US",4/14/2008,0,0,49,28,,
USC00142835,"FORT SCOTT, KS US",4/15/2008,0,0,57,27,,
USC00142835,"FORT SCOTT, KS US",4/16/2008,0,0,71,39,,
USC00142835,"FORT SCOTT, KS US",4/17/2008,0,0,73,54,,
USC00142835,"FORT SCOTT, KS US",4/18/2008,0.55,0,73,44,,
USC00142835,"FORT SCOTT, KS US",4/19/2008,0,0,50,41,,
USC00142835,"FORT SCOTT, KS US",4/20/2008,0,0,69,41,,
USC00142835,"FORT SCOTT, KS US",4/21/2008,0,0,79,46,,
USC00142835,"FORT SCOTT, KS US",4/22/2008,0,0,79,62,,
USC00142835,"FORT SCOTT, KS US",4/23/2008,0,0,75,57,,
USC00142835,"FORT SCOTT, KS US",4/24/2008,1.49,0,82,58,,
USC00142835,"FORT SCOTT, KS US",4/25/2008,0,0,74,59,,
USC00142835,"FORT SCOTT, KS US",4/26/2008,0.03,0,74,39,,
USC00142835,"FORT SCOTT, KS US",4/27/2008,0.1,0,66,39,,
USC00142835,"FORT SCOTT, KS US",4/28/2008,0,0,58,39,,
USC00142835,"FORT SCOTT, KS US",4/29/2008,0,0,59,39,,
USC00142835,"FORT SCOTT, KS US",4/30/2008,0,0,69,39,,
USC00142835,"FORT SCOTT, KS US",5/1/2008,0,0,79,59,,
USC00142835,"FORT SCOTT, KS US",5/2/2008,0.44,0,80,57,,
USC00142835,"FORT SCOTT, KS US",5/3/2008,0,0,69,62,,
USC00142835,"FORT SCOTT, KS US",5/4/2008,0,0,62,38,,
USC00142835,"FORT SCOTT, KS US",5/5/2008,0,0,71,39,,
USC00142835,"FORT SCOTT, KS US",5/6/2008,0.18,0,79,53,,
USC00142835,"FORT SCOTT, KS US",5/7/2008,0.41,0,71,60,,
USC00142835,"FORT SCOTT, KS US",5/8/2008,1.06,0,65,58,,
USC00142835,"FORT SCOTT, KS US",5/9/2008,0.28,0,72,56,,
USC00142835,"FORT SCOTT, KS US",5/10/2008,1.01,0,71,52,,
USC00142835,"FORT SCOTT, KS US",5/11/2008,0,0,65,43,,
USC00142835,"FORT SCOTT, KS US",5/12/2008,0,0,64,40,,
USC00142835,"FORT SCOTT, KS US",5/13/2008,0,0,77,41,,
USC00142835,"FORT SCOTT, KS US",5/14/2008,0.5,0,76,50,,
USC00142835,"FORT SCOTT, KS US",5/15/2008,0.08,0,67,50,,
USC00142835,"FORT SCOTT, KS US",5/16/2008,0,0,68,48,,
USC00142835,"FORT SCOTT, KS US",5/17/2008,0,0,76,50,,
USC00142835,"FORT SCOTT, KS US",5/18/2008,0,0,84,56,,
USC00142835,"FORT SCOTT, KS US",5/19/2008,0,0,81,58,,
USC00142835,"FORT SCOTT, KS US",5/20/2008,0,0,87,63,,
USC00142835,"FORT SCOTT, KS US",5/21/2008,0,0,72,63,,
USC00142835,"FORT SCOTT, KS US",5/22/2008,0,0,80,61,,
USC00142835,"FORT SCOTT, KS US",5/23/2008,0.12,0,83,61,,
USC00142835,"FORT SCOTT, KS US",5/24/2008,1.43,0,87,61,,
USC00142835,"FORT SCOTT, KS US",5/25/2008,0.48,0,83,61,,
USC00142835,"FORT SCOTT, KS US",5/26/2008,1,0,88,63,,
USC00142835,"FORT SCOTT, KS US",5/27/2008,1.9,0,68,63,,
USC00142835,"FORT SCOTT, KS US",5/28/2008,0,0,72,56,,
USC00142835,"FORT SCOTT, KS US",5/29/2008,0,0,72,56,,
USC00142835,"FORT SCOTT, KS US",5/30/2008,0,0,84,60,,
USC00142835,"FORT SCOTT, KS US",5/31/2008,0,0,87,67,,
USC00142835,"FORT SCOTT, KS US",6/1/2008,3.01,0,75,62,,
USC00142835,"FORT SCOTT, KS US",6/2/2008,0.02,0,83,64,,
USC00142835,"FORT SCOTT, KS US",6/3/2008,0,0,86,64,,
USC00142835,"FORT SCOTT, KS US",6/4/2008,0,0,87,69,,
USC00142835,"FORT SCOTT, KS US",6/5/2008,0,0,87,73,,
USC00142835,"FORT SCOTT, KS US",6/6/2008,1.77,0,88,63,,
USC00142835,"FORT SCOTT, KS US",6/7/2008,0,0,85,63,,
USC00142835,"FORT SCOTT, KS US",6/8/2008,0,0,87,77,,
USC00142835,"FORT SCOTT, KS US",6/9/2008,2.28,0,83,62,,
USC00142835,"FORT SCOTT, KS US",6/10/2008,0.4,0,71,60,,
USC00142835,"FORT SCOTT, KS US",6/11/2008,0,0,82,62,,
USC00142835,"FORT SCOTT, KS US",6/12/2008,0,0,88,68,,
USC00142835,"FORT SCOTT, KS US",6/13/2008,1.74,0,85,62,,
USC00142835,"FORT SCOTT, KS US",6/14/2008,0.03,0,80,61,,
USC00142835,"FORT SCOTT, KS US",6/15/2008,0,0,87,62,,
USC00142835,"FORT SCOTT, KS US",6/16/2008,0.22,0,89,65,,
USC00142835,"FORT SCOTT, KS US",6/17/2008,0,0,77,60,,
USC00142835,"FORT SCOTT, KS US",6/18/2008,0,0,81,60,,
USC00142835,"FORT SCOTT, KS US",6/19/2008,0,0,85,63,,
USC00142835,"FORT SCOTT, KS US",6/20/2008,0.05,0,85,63,,
USC00142835,"FORT SCOTT, KS US",6/21/2008,0,0,89,64,,
USC00142835,"FORT SCOTT, KS US",6/22/2008,0.06,0,87,64,,
USC00142835,"FORT SCOTT, KS US",6/23/2008,0.56,0,89,64,,
USC00142835,"FORT SCOTT, KS US",6/24/2008,0,0,85,67,,
USC00142835,"FORT SCOTT, KS US",6/25/2008,0,0,89,70,,
USC00142835,"FORT SCOTT, KS US",6/26/2008,0,0,91,73,,
USC00142835,"FORT SCOTT, KS US",6/27/2008,0.22,0,90,66,,
USC00142835,"FORT SCOTT, KS US",6/28/2008,0.77,0,88,64,,
USC00142835,"FORT SCOTT, KS US",6/29/2008,0.03,0,81,63,,
USC00142835,"FORT SCOTT, KS US",6/30/2008,0,0,82,60,,
USC00142835,"FORT SCOTT, KS US",7/1/2008,0,0,84,60,,
USC00142835,"FORT SCOTT, KS US",7/2/2008,0,0,88,61,,
USC00142835,"FORT SCOTT, KS US",7/3/2008,0,0,91,72,,
USC00142835,"FORT SCOTT, KS US",7/4/2008,0,0,83,62,,
USC00142835,"FORT SCOTT, KS US",7/5/2008,0,0,82,65,,
USC00142835,"FORT SCOTT, KS US",7/6/2008,0,0,87,66,,
USC00142835,"FORT SCOTT, KS US",7/7/2008,0,0,94,72,,
USC00142835,"FORT SCOTT, KS US",7/8/2008,0,0,93,74,,
USC00142835,"FORT SCOTT, KS US",7/9/2008,0.8,0,86,69,,
USC00142835,"FORT SCOTT, KS US",7/10/2008,0,0,84,70,,
USC00142835,"FORT SCOTT, KS US",7/11/2008,0,0,83,71,,
USC00142835,"FORT SCOTT, KS US",7/12/2008,0,0,91,76,,
USC00142835,"FORT SCOTT, KS US",7/13/2008,0.27,0,80,60,,
USC00142835,"FORT SCOTT, KS US",7/14/2008,0,0,85,60,,
USC00142835,"FORT SCOTT, KS US",7/15/2008,0,0,88,62,,
USC00142835,"FORT SCOTT, KS US",7/16/2008,0,0,89,65,,
USC00142835,"FORT SCOTT, KS US",7/17/2008,0,0,90,65,,
USC00142835,"FORT SCOTT, KS US",7/18/2008,0,0,93,68,,
USC00142835,"FORT SCOTT, KS US",7/19/2008,0,0,85,72,,
USC00142835,"FORT SCOTT, KS US",7/20/2008,0,0,95,76,,
USC00142835,"FORT SCOTT, KS US",7/21/2008,0,0,98,76,,
USC00142835,"FORT SCOTT, KS US",7/22/2008,0,0,99,76,,
USC00142835,"FORT SCOTT, KS US",7/23/2008,0,0,93,71,,
USC00142835,"FORT SCOTT, KS US",7/24/2008,0,0,94,72,,
USC00142835,"FORT SCOTT, KS US",7/25/2008,0,0,95,73,,
USC00142835,"FORT SCOTT, KS US",7/26/2008,0,0,96,74,,
USC00142835,"FORT SCOTT, KS US",7/27/2008,2.69,0,96,69,,
USC00142835,"FORT SCOTT, KS US",7/28/2008,0,0,95,69,,
USC00142835,"FORT SCOTT, KS US",7/29/2008,0,0,92,71,,
USC00142835,"FORT SCOTT, KS US",7/30/2008,1.14,0,90,71,,
USC00142835,"FORT SCOTT, KS US",7/31/2008,0.07,0,85,71,,
USC00142835,"FORT SCOTT, KS US",8/1/2008,0,0,86,71,,
USC00142835,"FORT SCOTT, KS US",8/2/2008,0,0,95,73,,
USC00142835,"FORT SCOTT, KS US",8/3/2008,0,0,98,77,,
USC00142835,"FORT SCOTT, KS US",8/4/2008,0,0,99,78,,
USC00142835,"FORT SCOTT, KS US",8/5/2008,0,0,100,77,,
USC00142835,"FORT SCOTT, KS US",8/6/2008,0.83,0,99,69,,
USC00142835,"FORT SCOTT, KS US",8/7/2008,0.06,0,82,69,,
USC00142835,"FORT SCOTT, KS US",8/8/2008,0,0,87,64,,
USC00142835,"FORT SCOTT, KS US",8/9/2008,0,0,87,64,,
USC00142835,"FORT SCOTT, KS US",8/10/2008,0,0,70,66,,
USC00142835,"FORT SCOTT, KS US",8/11/2008,0,0,85,67,,
USC00142835,"FORT SCOTT, KS US",8/12/2008,0,0,84,66,,
USC00142835,"FORT SCOTT, KS US",8/13/2008,0,0,85,64,,
USC00142835,"FORT SCOTT, KS US",8/14/2008,0,0,86,64,,
USC00142835,"FORT SCOTT, KS US",8/15/2008,0,0,77,62,,
USC00142835,"FORT SCOTT, KS US",8/16/2008,0,0,83,63,,
USC00142835,"FORT SCOTT, KS US",8/17/2008,0,0,83,59,,
USC00142835,"FORT SCOTT, KS US",8/18/2008,0,0,82,60,,
USC00142835,"FORT SCOTT, KS US",8/19/2008,0,0,84,60,,
USC00142835,"FORT SCOTT, KS US",8/20/2008,0,0,80,63,,
USC00142835,"FORT SCOTT, KS US",8/21/2008,0,0,76,66,,
USC00142835,"FORT SCOTT, KS US",8/22/2008,0,0,83,68,,
USC00142835,"FORT SCOTT, KS US",8/23/2008,0,0,90,70,,
USC00142835,"FORT SCOTT, KS US",8/24/2008,0,0,89,68,,
USC00142835,"FORT SCOTT, KS US",8/25/2008,0,0,85,60,,
USC00142835,"FORT SCOTT, KS US",8/26/2008,0,0,84,59,,
USC00142835,"FORT SCOTT, KS US",8/27/2008,0,0,86,59,,
USC00142835,"FORT SCOTT, KS US",8/28/2008,0,0,90,63,,
USC00142835,"FORT SCOTT, KS US",8/29/2008,0.3,0,95,68,,
USC00142835,"FORT SCOTT, KS US",8/30/2008,0,0,86,65,,
USC00142835,"FORT SCOTT, KS US",8/31/2008,0,0,90,65,,
USC00142835,"FORT SCOTT, KS US",9/1/2008,0,0,89,67,,
USC00142835,"FORT SCOTT, KS US",9/2/2008,0,0,92,68,,
USC00142835,"FORT SCOTT, KS US",9/3/2008,1.46,0,89,61,,
USC00142835,"FORT SCOTT, KS US",9/4/2008,3.12,0,68,58,,
USC00142835,"FORT SCOTT, KS US",9/5/2008,0.01,0,68,52,,
USC00142835,"FORT SCOTT, KS US",9/6/2008,0.01,0,72,51,,
USC00142835,"FORT SCOTT, KS US",9/7/2008,0,0,63,57,,
USC00142835,"FORT SCOTT, KS US",9/8/2008,0,0,73,58,,
USC00142835,"FORT SCOTT, KS US",9/9/2008,0,0,79,54,,
USC00142835,"FORT SCOTT, KS US",9/10/2008,0,0,74,54,,
USC00142835,"FORT SCOTT, KS US",9/11/2008,0.1,0,76,61,,
USC00142835,"FORT SCOTT, KS US",9/12/2008,1.06,0,72,68,,
USC00142835,"FORT SCOTT, KS US",9/13/2008,0.12,0,87,69,,
USC00142835,"FORT SCOTT, KS US",9/14/2008,3.25,0,87,61,,
USC00142835,"FORT SCOTT, KS US",9/15/2008,0,0,65,48,,
USC00142835,"FORT SCOTT, KS US",9/16/2008,0,0,70,47,,
USC00142835,"FORT SCOTT, KS US",9/17/2008,0,0,77,49,,
USC00142835,"FORT SCOTT, KS US",9/18/2008,0,0,80,54,,
USC00142835,"FORT SCOTT, KS US",9/19/2008,0,0,78,54,,
USC00142835,"FORT SCOTT, KS US",9/20/2008,0,0,,,,
USC00142835,"FORT SCOTT, KS US",9/21/2008,0,0,80,57,,
USC00142835,"FORT SCOTT, KS US",9/22/2008,0,0,79,57,,
USC00142835,"FORT SCOTT, KS US",9/23/2008,0,0,82,62,,
USC00142835,"FORT SCOTT, KS US",9/24/2008,0,0,83,60,,
USC00142835,"FORT SCOTT, KS US",9/25/2008,0,0,81,59,,
USC00142835,"FORT SCOTT, KS US",9/26/2008,0,0,84,58,,
USC00142835,"FORT SCOTT, KS US",9/27/2008,0,0,83,56,,
USC00142835,"FORT SCOTT, KS US",9/28/2008,0,0,83,56,,
USC00142835,"FORT SCOTT, KS US",9/29/2008,0,0,84,58,,
USC00142835,"FORT SCOTT, KS US",9/30/2008,0,0,78,46,,
USC00142835,"FORT SCOTT, KS US",10/1/2008,0,0,73,47,,
USC00142835,"FORT SCOTT, KS US",10/2/2008,0,0,73,43,,
USC00142835,"FORT SCOTT, KS US",10/3/2008,0,0,69,43,,
USC00142835,"FORT SCOTT, KS US",10/4/2008,0,0,74,44,,
USC00142835,"FORT SCOTT, KS US",10/5/2008,0,0,79,56,,
USC00142835,"FORT SCOTT, KS US",10/6/2008,0,0,79,56,,
USC00142835,"FORT SCOTT, KS US",10/7/2008,0.3,0,73,61,,
USC00142835,"FORT SCOTT, KS US",10/8/2008,0,0,63,41,,
USC00142835,"FORT SCOTT, KS US",10/9/2008,0,0,73,41,,
USC00142835,"FORT SCOTT, KS US",10/10/2008,0,0,79,47,,
USC00142835,"FORT SCOTT, KS US",10/11/2008,0,0,76,53,,
USC00142835,"FORT SCOTT, KS US",10/12/2008,0,0,81,57,,
USC00142835,"FORT SCOTT, KS US",10/13/2008,0,0,80,60,,
USC00142835,"FORT SCOTT, KS US",10/14/2008,0.2,0,72,52,,
USC00142835,"FORT SCOTT, KS US",10/15/2008,0.56,0,69,53,,
USC00142835,"FORT SCOTT, KS US",10/16/2008,0,0,69,39,,
USC00142835,"FORT SCOTT, KS US",10/17/2008,0,0,61,38,,
USC00142835,"FORT SCOTT, KS US",10/18/2008,0.02,0,67,38,,
USC00142835,"FORT SCOTT, KS US",10/19/2008,0,0,64,41,,
USC00142835,"FORT SCOTT, KS US",10/20/2008,0,0,72,48,,
USC00142835,"FORT SCOTT, KS US",10/21/2008,0,0,69,53,,
USC00142835,"FORT SCOTT, KS US",10/22/2008,0,0,66,55,,
USC00142835,"FORT SCOTT, KS US",10/23/2008,1.61,0,59,40,,
USC00142835,"FORT SCOTT, KS US",10/24/2008,0,0,54,40,,
USC00142835,"FORT SCOTT, KS US",10/25/2008,0.04,0,52,35,,
USC00142835,"FORT SCOTT, KS US",10/26/2008,0,0,65,35,,
USC00142835,"FORT SCOTT, KS US",10/27/2008,0,0,60,30,,
USC00142835,"FORT SCOTT, KS US",10/28/2008,0,0,47,26,,
USC00142835,"FORT SCOTT, KS US",10/29/2008,0,0,53,25,,
USC00142835,"FORT SCOTT, KS US",10/30/2008,0,0,58,31,,
USC00142835,"FORT SCOTT, KS US",10/31/2008,0,0,75,49,,
USC00142835,"FORT SCOTT, KS US",11/1/2008,0,0,74,46,,
USC00142835,"FORT SCOTT, KS US",11/2/2008,0,0,69,44,,
USC00142835,"FORT SCOTT, KS US",11/3/2008,0,0,76,46,,
USC00142835,"FORT SCOTT, KS US",11/4/2008,0,0,77,54,,
USC00142835,"FORT SCOTT, KS US",11/5/2008,0,0,74,53,,
USC00142835,"FORT SCOTT, KS US",11/6/2008,2.3,0,71,47,,
USC00142835,"FORT SCOTT, KS US",11/7/2008,0,0,60,35,,
USC00142835,"FORT SCOTT, KS US",11/8/2008,0,0,51,31,,
USC00142835,"FORT SCOTT, KS US",11/9/2008,0,0,41,27,,
USC00142835,"FORT SCOTT, KS US",11/10/2008,0,0,46,26,,
USC00142835,"FORT SCOTT, KS US",11/11/2008,0.44,0,50,38,,
USC00142835,"FORT SCOTT, KS US",11/12/2008,0,0,54,38,,
USC00142835,"FORT SCOTT, KS US",11/13/2008,0,0,53,40,,
USC00142835,"FORT SCOTT, KS US",11/14/2008,0.07,0,60,42,,
USC00142835,"FORT SCOTT, KS US",11/15/2008,0.01,0,52,33,,
USC00142835,"FORT SCOTT, KS US",11/16/2008,0,0,40,28,,
USC00142835,"FORT SCOTT, KS US",11/17/2008,0,0,62,33,,
USC00142835,"FORT SCOTT, KS US",11/18/2008,0,0,47,27,,
USC00142835,"FORT SCOTT, KS US",11/19/2008,0,0,46,27,,
USC00142835,"FORT SCOTT, KS US",11/20/2008,0,0,63,33,,
USC00142835,"FORT SCOTT, KS US",11/21/2008,0,0,42,17,,
USC00142835,"FORT SCOTT, KS US",11/22/2008,0,0,37,17,,
USC00142835,"FORT SCOTT, KS US",11/23/2008,0,0,49,29,,
USC00142835,"FORT SCOTT, KS US",11/24/2008,0,0,57,30,,
USC00142835,"FORT SCOTT, KS US",11/25/2008,0,0,53,28,,
USC00142835,"FORT SCOTT, KS US",11/26/2008,0,0,59,28,,
USC00142835,"FORT SCOTT, KS US",11/27/2008,0,0,59,28,,
USC00142835,"FORT SCOTT, KS US",11/28/2008,0,0,61,28,,
USC00142835,"FORT SCOTT, KS US",11/29/2008,0.05,0,50,37,,
USC00142835,"FORT SCOTT, KS US",11/30/2008,0.22,0,37,31,,
USC00142835,"FORT SCOTT, KS US",12/1/2008,0.01,0,35,29,,
USC00142835,"FORT SCOTT, KS US",12/2/2008,0,0,40,27,,
USC00142835,"FORT SCOTT, KS US",12/3/2008,0,0,53,28,,
USC00142835,"FORT SCOTT, KS US",12/4/2008,0,0,41,17,,
USC00142835,"FORT SCOTT, KS US",12/5/2008,0,0,35,17,,
USC00142835,"FORT SCOTT, KS US",12/6/2008,0,0,37,20,,
USC00142835,"FORT SCOTT, KS US",12/7/2008,0,0,49,24,,
USC00142835,"FORT SCOTT, KS US",12/8/2008,0,0,54,24,,
USC00142835,"FORT SCOTT, KS US",12/9/2008,0.4,0,61,35,,
USC00142835,"FORT SCOTT, KS US",12/10/2008,0,0,40,16,,
USC00142835,"FORT SCOTT, KS US",12/11/2008,0,0,33,16,,
USC00142835,"FORT SCOTT, KS US",12/12/2008,0,0,48,18,,
USC00142835,"FORT SCOTT, KS US",12/13/2008,0,0,47,29,,
USC00142835,"FORT SCOTT, KS US",12/14/2008,0,0,59,46,,
USC00142835,"FORT SCOTT, KS US",12/15/2008,0.1,0,67,8,,
USC00142835,"FORT SCOTT, KS US",12/16/2008,0.1,,14,8,,
USC00142835,"FORT SCOTT, KS US",12/17/2008,0,0,23,13,,
USC00142835,"FORT SCOTT, KS US",12/18/2008,0,0,25,19,,
USC00142835,"FORT SCOTT, KS US",12/19/2008,0,0,48,25,,
USC00142835,"FORT SCOTT, KS US",12/20/2008,0,0,36,26,,
USC00142835,"FORT SCOTT, KS US",12/21/2008,0,0,30,3,,
USC00142835,"FORT SCOTT, KS US",12/22/2008,0,0,18,3,,
USC00142835,"FORT SCOTT, KS US",12/23/2008,0,0,31,3,,
USC00142835,"FORT SCOTT, KS US",12/24/2008,0.3,0,39,21,,
USC00142835,"FORT SCOTT, KS US",12/25/2008,0,0,45,17,,
USC00142835,"FORT SCOTT, KS US",12/26/2008,0,0,58,22,,
USC00142835,"FORT SCOTT, KS US",12/27/2008,0.52,0,69,47,,
USC00142835,"FORT SCOTT, KS US",12/28/2008,0,0,47,27,,
USC00142835,"FORT SCOTT, KS US",12/29/2008,0,0,48,27,,
USC00142835,"FORT SCOTT, KS US",12/30/2008,0,0,56,35,,
USC00142835,"FORT SCOTT, KS US",12/31/2008,0,0,58,20,,
USC00142835,"FORT SCOTT, KS US",1/1/2009,0,0,33,20,,
USC00142835,"FORT SCOTT, KS US",1/2/2009,0,0,47,24,,
USC00142835,"FORT SCOTT, KS US",1/3/2009,0,0,57,24,,
USC00142835,"FORT SCOTT, KS US",1/4/2009,0,0,71,21,,
USC00142835,"FORT SCOTT, KS US",1/5/2009,0,0,29,18,,
USC00142835,"FORT SCOTT, KS US",1/6/2009,0,0,34,19,,
USC00142835,"FORT SCOTT, KS US",1/7/2009,0,0,38,26,,
USC00142835,"FORT SCOTT, KS US",1/8/2009,0,0,44,24,,
USC00142835,"FORT SCOTT, KS US",1/9/2009,0,0,44,24,,
